date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:31:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:15%20GMT	http://is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-af52bb5773aaa9f7f1f7f1f7e3a010a904a5c7213a959b83580d22bc7920a2e4.js	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-af52bb5773aaa9f7f1f7f1f7e3a010a904a5c7213a959b83580d22bc7920a2e4.js	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:01	9210/9210	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2016%20Feb%202025%2016:21:16%20GMT	https://is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-af52bb5773aaa9f7f1f7f1f7e3a010a904a5c7213a959b83580d22bc7920a2e4.js	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/shop_events_listener-af52bb5773aaa9f7f1f7f1f7e3a010a904a5c7213a959b83580d22bc7920a2e4.js	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:01	20600/20600	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2007%20Feb%202025%2018:23:26%20GMT	https://is1wvf-s7.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.3.0.min.js	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shopifycloud/perf-kit/shopify-perf-kit-1.3.0.min.js	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:01	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:16%20GMT	http://is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_750x32.gif	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_750x32.gif	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:01	540/540	---M--	200	added ('OK')	image/gif	date:Fri,%2020%20Sep%202024%2003:42:24%20GMT	https://is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_750x32.gif	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_750x32.gif	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:17%20GMT	http://is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_1920x50.gif	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_1920x50.gif	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:02	651/651	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Feb%202025%2020:18:44%20GMT	https://is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_1920x50.gif	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shopifycloud/shopify/assets/no-image-2048-5e88c1b20e087fb7bbe9a3771824e743c244f437e4f8ba93bbf7b11b53f7824c_1920x50.gif	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:02	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:17%20GMT	http://is1wvf-s7.myshopify.com/cdn/shop/files/amazon-logo_png_145x@2x.png?v=1739792327	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/files/amazon-logo_png_145x@2x9750.png	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:03	1715/1715	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202025%2012:31:18%20GMT	https://is1wvf-s7.myshopify.com/cdn/shop/files/amazon-logo_png_145x@2x.png?v=1739792327	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/files/amazon-logo_png_145x@2x9750.png	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:18%20GMT	http://is1wvf-s7.myshopify.com/cdn/shop/files/PERFILMINIME_5_1b055aca-8a98-4f4f-b880-796473254742_800x.jpg?v=1739793063	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/files/PERFILMINIME_5_1b055aca-8a98-4f4f-b880-796473254742_800x6d42.jpg	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:04	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:19%20GMT	http://is1wvf-s7.myshopify.com/cdn/shop/files/PERFILMINIME_5_1b055aca-8a98-4f4f-b880-796473254742_1024x.jpg?v=1739793063	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/files/PERFILMINIME_5_1b055aca-8a98-4f4f-b880-796473254742_1024x6d42.jpg	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:04	140377/140377	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Feb%202025%2012:31:18%20GMT	https://is1wvf-s7.myshopify.com/cdn/shop/files/PERFILMINIME_5_1b055aca-8a98-4f4f-b880-796473254742_800x.jpg?v=1739793063	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/files/PERFILMINIME_5_1b055aca-8a98-4f4f-b880-796473254742_800x6d42.jpg	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:04	191371/191371	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Feb%202025%2012:31:19%20GMT	https://is1wvf-s7.myshopify.com/cdn/shop/files/PERFILMINIME_5_1b055aca-8a98-4f4f-b880-796473254742_1024x.jpg?v=1739793063	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/files/PERFILMINIME_5_1b055aca-8a98-4f4f-b880-796473254742_1024x6d42.jpg	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:04	774714/774714	---M--	200	added ('OK')	image/jpeg	date:Sat,%2015%20Feb%202025%2021:07:47%20GMT	https://cdn.shopify.com/s/files/1/0555/1928/1265/files/COPY4.jpg?v=1705992412	C:/Users/mathe/Downloads/Site%20httrack/dolce/cdn.shopify.com/s/files/1/0555/1928/1265/files/COPY42397.jpg	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:20%20GMT	http://is1wvf-s7.myshopify.com/cdn/shop/t/2/assets/disponivel-google-play-badge_399x104.png?v=111903456755767637841739792236	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/t/2/assets/disponivel-google-play-badge_399x104201f.png	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:07	20334/20334	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202025%2012:31:22%20GMT	https://is1wvf-s7.myshopify.com/cdn/shop/t/2/assets/disponivel-google-play-badge_399x104.png?v=111903456755767637841739792236	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/t/2/assets/disponivel-google-play-badge_399x104201f.png	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:22%20GMT	http://is1wvf-s7.myshopify.com/cdn/shop/t/2/assets/disponivel-na-app-store-botao_399x104.png?v=173643272480994653491739792236	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/t/2/assets/disponivel-na-app-store-botao_399x104076d.png	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:08	19918/19918	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202025%2012:31:23%20GMT	https://is1wvf-s7.myshopify.com/cdn/shop/t/2/assets/disponivel-na-app-store-botao_399x104.png?v=173643272480994653491739792236	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cdn/shop/t/2/assets/disponivel-na-app-store-botao_399x104076d.png	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:08	4614/4614	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2017%20Feb%202025%2012:31:23%20GMT	https://www.mercadopago.com/v2/security.js	C:/Users/mathe/Downloads/Site%20httrack/dolce/www.mercadopago.com/v2/security.js	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:09	340/340	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2017%20Feb%202025%2012:31:24%20GMT	https://is1wvf-s7.myshopify.com/cart/clear.js?revy-request=t	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/cart/clear177b.js	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:09	144890/144890	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:0e0d3e30cbc66935b7afcd77882a5f1a%22	https://is1wvf-s7.myshopify.com/collections/frontpage/products/GET	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/collections/frontpage/products/GET.2d.delayed	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:09	144890/144890	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22cacheable:0e0d3e30cbc66935b7afcd77882a5f1a%22	https://is1wvf-s7.myshopify.com/collections/frontpage/products/url	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/collections/frontpage/products/url	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:09	9/9	---MCZ	404	error ('Not%20Found')	text/plain	etag:W/%22cacheable:964976f5d1bfebdd24820da337aec006%22	https://is1wvf-s7.myshopify.com/collections/frontpage/products/window.location.href	C:/Users/mathe/Downloads/Site%20httrack/dolce/is1wvf-s7.myshopify.com/collections/frontpage/products/window.location.href	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Feb%202025%2012:31:25%20GMT	http://cdn.shopify.com/extensions/5c27b748-6059-4292-b432-2b29cee77c43/bk-reviews-186/assets/bk-index-BjEgLFOX.css	C:/Users/mathe/Downloads/Site%20httrack/dolce/cdn.shopify.com/extensions/5c27b748-6059-4292-b432-2b29cee77c43/bk-reviews-186/assets/bk-index-BjEgLFOX.30.delayed	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:11	41201/41201	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2015:51:07%20GMT	https://cdn.shopify.com/extensions/5c27b748-6059-4292-b432-2b29cee77c43/bk-reviews-186/assets/bk-index-BjEgLFOX.css	C:/Users/mathe/Downloads/Site%20httrack/dolce/cdn.shopify.com/extensions/5c27b748-6059-4292-b432-2b29cee77c43/bk-reviews-186/assets/bk-index-BjEgLFOX.css	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
09:31:11	25264/25264	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2004%20Feb%202025%2015:52:29%20GMT	https://cdn.shopify.com/extensions/5c27b748-6059-4292-b432-2b29cee77c43/bk-reviews-186/assets/bk-main-C34plbtu.js	C:/Users/mathe/Downloads/Site%20httrack/dolce/cdn.shopify.com/extensions/5c27b748-6059-4292-b432-2b29cee77c43/bk-reviews-186/assets/bk-main-C34plbtu.js	(from https://is1wvf-s7.myshopify.com/collections/frontpage/products/cafeteira-expresso-nescafe-dolce-gusto-promocao-exclusiva-de-verao)
